ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2024-07-11,71,113088,473,Employed,Associate,52,85930,24,Single,1,Mortgage,4972,0.206,9,0,0.528,0,Debt Consolidation,1,44,41,5984,377,131078,31353,9424,0.705,19,99725,0.0503,0.1385,4119.66,0.965,0,0.65
2024-09-10,52,43404,812,Employed,High School,30,76694,60,Married,0,Mortgage,879,0.125,13,0,0.243,0,Home,0,40,31,7960,9427,207480,144660,3617,0.517,11,62820,0.032,0.0442,1427.02,0.638,1,98.26
2024-02-17,27,32777,650,Employed,High School,7,62003,120,Divorced,2,Rent,341,0.093,0,0,0.125,1,Auto,0,2,7,9718,3395,108878,89982,2731,0.854,7,18896,0.0441,0.0678,712.9,0.386,0,11.26
2023-06-13,27,104769,678,Employed,High School,9,215932,24,Divorced,4,Rent,1726,0.356,13,2,0.198,0,Debt Consolidation,0,34,7,5207,19553,228307,251581,8730,0.633,9,-23274,0.0524,0.0728,9695.27,1.308,1,94.25
2024-08-02,34,25062,689,Employed,Associate,14,32141,36,Married,1,Mortgage,1044,0.101,15,0,0.5,0,Debt Consolidation,0,8,13,20882,1997,137463,23493,2088,0.716,10,113970,0.0508,0.0836,1012.53,0.985,0,17.94
2024-08-28,51,24430,532,Employed,High School,32,37170,12,Divorced,5,Own,128,0.219,15,1,0.063,0,Debt Consolidation,0,1,30,1500,3847,120106,29302,2035,0.755,21,90804,0.0323,0.0824,3237.49,1.653,0,0.86
2023-11-10,26,49804,460,Employed,Bachelor,7,93411,36,Widowed,4,Own,1137,0.103,12,0,0.274,0,Other,0,48,3,20134,6353,63600,146959,4150,0.754,7,-83359,0.0434,0.1221,3111.96,1.024,0,0.45
2024-11-19,44,57023,830,Self-Employed,Bachelor,23,113806,120,Married,3,Rent,2053,0.421,5,1,0.432,0,Education,0,3,20,30029,8756,176265,86957,4751,0.51,0,89308,0.0448,0.0664,1300.37,0.706,1,73.76
2023-09-10,24,31889,514,Employed,Master,2,31763,84,Single,1,Rent,1027,0.133,10,2,0.386,0,Education,0,43,5,24295,885,140144,28199,2657,0.812,2,111945,0.0569,0.1277,573.87,0.602,0,0.29
2024-12-16,49,60532,802,Unemployed,Master,28,91231,60,Single,4,Rent,976,0.34,13,1,0.193,0,Auto,0,47,20,22240,5268,145502,56116,5044,0.7,22,89386,0.0347,0.0444,1698.33,0.53,1,97.2
2024-10-01,19,61897,702,Employed,High School,0,33107,36,Married,0,Rent,2286,0.203,8,0,0.443,0,Debt Consolidation,0,15,0,45358,11046,183097,60556,5158,0.558,0,122541,0.0489,0.0756,1030.75,0.643,0,40.54
2024-08-27,59,42608,670,Employed,Doctorate,37,74705,48,Married,1,Mortgage,627,0.383,5,1,0.177,0,Home,0,16,15,32460,9421,142836,114748,3550,0.329,0,28088,0.0328,0.0542,1734.65,0.665,1,83.08
2023-05-15,21,149751,612,Employed,Bachelor,0,309357,72,Married,2,Mortgage,3178,0.066,4,2,0.255,0,Debt Consolidation,0,18,1,36804,11698,611651,450499,12479,0.831,0,161152,0.0343,0.074,5333.85,0.682,1,81.56
2024-07-29,29,67163,850,Employed,Bachelor,10,42967,120,Married,2,Own,316,0.283,5,0,0.056,0,Other,0,40,10,42688,15281,281850,49184,5596,0.766,10,232666,0.0407,0.0435,442.2,0.135,1,99.05
2023-02-24,28,95248,592,Employed,High School,5,131770,24,Single,2,Mortgage,1097,0.651,10,2,0.138,0,Home,0,45,9,69330,4893,494593,136244,7937,0.797,2,358349,0.0352,0.0741,5924.21,0.885,0,42.8
2023-01-28,66,26157,595,Employed,Bachelor,43,9092,12,Single,1,Other,925,0.19,10,3,0.424,0,Other,0,32,46,11725,953,67464,9602,2179,0.632,17,57862,0.0386,0.091,795.53,0.789,0,7.74
2024-12-21,21,26044,715,Unemployed,Associate,0,54501,36,Single,1,Rent,1176,0.317,5,4,0.542,0,Debt Consolidation,1,41,1,10586,342,24169,71097,2170,0.368,0,-46928,0.056,0.0844,1718.95,1.334,0,13.43
2024-11-21,42,68188,594,Employed,Associate,23,65509,120,Married,2,Mortgage,1208,0.201,13,1,0.213,0,Education,0,29,10,48156,17269,146114,78702,5682,0.86,13,67412,0.0422,0.0844,810.12,0.355,0,24.68
2023-03-20,52,136957,564,Employed,Associate,32,83700,48,Married,3,Mortgage,1524,0.167,10,2,0.134,0,Education,1,25,31,39916,32098,686561,84188,11413,0.832,13,602373,0.0465,0.0922,2091.63,0.317,0,7.65
2023-04-09,47,32696,649,Employed,High School,27,66363,24,Single,4,Own,1297,0.367,9,2,0.476,0,Debt Consolidation,0,6,23,8636,2289,107340,116018,2724,0.751,14,-8678,0.045,0.0866,3021.43,1.585,0,17.23
2024-07-14,57,58202,717,Employed,Associate,38,24829,36,Single,0,Mortgage,2158,0.236,0,0,0.445,0,Debt Consolidation,0,10,15,27907,6165,89711,40061,4850,0.832,6,49650,0.0472,0.0702,766.87,0.603,0,39.34
2023-11-22,64,29215,824,Employed,Bachelor,45,15317,120,Single,3,Own,487,0.213,11,2,0.2,0,Debt Consolidation,0,15,18,20874,3944,110715,13696,2434,0.795,12,97019,0.037,0.047,160.22,0.266,1,95.2
2024-05-26,40,37823,842,Unemployed,Associate,22,44422,12,Single,5,Own,1179,0.471,5,0,0.374,0,Home,0,16,8,10122,2026,86496,42189,3151,0.975,17,44307,0.0485,0.0672,3837.96,1.592,1,66.94
2023-11-28,66,59668,494,Employed,Bachelor,48,82735,36,Married,3,Own,1686,0.336,7,0,0.339,0,Auto,0,34,46,46711,509,227696,108052,4972,0.897,1,119644,0.0546,0.128,2779.71,0.898,0,0.78
2024-08-17,36,42348,749,Employed,Bachelor,14,23210,12,Married,5,Own,960,0.192,14,0,0.272,0,Debt Consolidation,1,1,12,23919,8911,174570,43456,3529,0.867,2,131114,0.0343,0.0479,1984.72,0.834,1,69.51
2023-12-21,75,28204,566,Employed,Doctorate,57,12763,12,Married,4,Rent,482,0.208,0,2,0.205,0,Home,0,40,55,2862,5974,71594,21654,2350,0.707,13,49940,0.0597,0.1084,1127.06,0.685,0,0.58
2024-09-04,47,27890,571,Employed,Associate,27,60176,72,Single,0,Rent,575,0.465,5,0,0.247,0,Auto,0,8,15,14966,1543,83351,38378,2324,0.202,11,44973,0.0454,0.095,1099.7,0.721,0,0.75
2024-09-01,60,21099,606,Self-Employed,Doctorate,40,6530,60,Single,5,Rent,407,0.195,9,2,0.231,1,Auto,0,13,32,4245,5124,95721,5633,1758,0.891,14,90088,0.0373,0.0774,131.59,0.306,0,10.03
2023-06-17,68,68754,600,Employed,High School,50,7908,48,Married,0,Rent,3039,0.032,9,1,0.53,0,Debt Consolidation,1,41,29,30733,16258,239266,7130,5729,0.21,12,232136,0.0302,0.0867,195.55,0.565,0,23.45
2023-07-24,63,73042,559,Employed,High School,41,18557,24,Married,0,Rent,1134,0.453,1,2,0.186,0,Education,0,19,24,3525,3559,270959,35324,6086,0.841,18,235635,0.0548,0.1044,860.08,0.328,0,2.55
2023-10-27,67,72858,446,Self-Employed,Associate,44,87433,120,Divorced,5,Rent,1335,0.17,12,0,0.22,0,Debt Consolidation,0,12,41,26040,6772,315274,38860,6071,0.479,11,276414,0.0448,0.1243,1276.24,0.43,0,0.67
2023-07-08,49,34386,785,Self-Employed,Master,28,42510,36,Married,0,Mortgage,378,0.437,6,1,0.132,1,Auto,0,47,11,20696,2631,153509,53073,2865,0.755,16,100436,0.0372,0.0438,1262.26,0.572,1,90.1
2023-03-20,20,89587,736,Employed,Bachelor,0,144671,120,Divorced,1,Own,903,0.264,15,2,0.121,0,Home,0,0,1,20374,502,213582,137353,7465,0.856,0,76229,0.0376,0.0436,1489.6,0.32,1,96.57
2023-04-28,46,77140,653,Employed,Associate,27,44983,48,Married,5,Rent,1403,0.422,2,4,0.218,1,Home,1,48,26,52407,18466,226286,33752,6428,0.857,0,192534,0.0341,0.0618,1060.14,0.383,0,1.41
2023-09-28,28,54374,568,Employed,High School,5,33423,48,Divorced,3,Own,777,0.145,2,0,0.171,0,Other,1,24,6,38902,10098,159490,12338,4531,0.875,2,147152,0.0328,0.0794,815.01,0.351,0,0.5
2024-10-23,69,50090,766,Employed,Master,47,68074,36,Single,3,Rent,1333,0.271,15,1,0.319,0,Debt Consolidation,0,42,32,8504,1786,141914,96148,4174,0.994,24,45766,0.0552,0.0712,2105.66,0.824,1,89.77
2024-06-07,31,39161,649,Employed,Master,11,41919,48,Single,1,Own,1311,0.253,13,1,0.402,0,Auto,0,19,11,24558,4165,85117,73058,3263,0.637,3,12059,0.031,0.0688,1001.47,0.709,0,29.12
2024-01-30,31,59639,603,Employed,Associate,9,27503,72,Married,5,Own,2525,0.208,5,1,0.508,0,Home,0,25,6,30068,10443,228460,48894,4969,0.909,9,179566,0.0436,0.0982,507.02,0.61,0,21.42
2023-02-12,32,121616,507,Employed,High School,9,71345,48,Married,5,Rent,3816,0.155,1,1,0.377,0,Other,0,24,12,44582,11347,428877,98880,10134,0.909,9,329997,0.0569,0.129,1910.47,0.565,0,2.65
2023-08-03,55,95695,703,Employed,Doctorate,34,93641,36,Married,3,Rent,1516,0.535,5,1,0.19,0,Debt Consolidation,0,37,14,80271,12515,517704,44996,7974,0.698,14,472708,0.0398,0.0536,2821.67,0.544,1,98.13
2024-02-03,51,47662,625,Self-Employed,Associate,32,67952,36,Married,3,Other,661,0.371,14,3,0.166,0,Debt Consolidation,0,10,17,13882,3604,53470,96841,3971,0.41,12,-43371,0.0596,0.0917,2166.24,0.712,0,19.55
2023-06-11,73,70920,678,Employed,High School,54,45013,48,Married,5,Mortgage,2718,0.153,10,0,0.46,0,Auto,0,44,50,46478,19595,149125,52834,5910,0.968,11,96291,0.0592,0.0927,1125.93,0.65,1,63.47
2023-01-15,42,31234,670,Employed,Doctorate,23,37320,36,Single,0,Mortgage,1326,0.092,12,0,0.509,0,Auto,0,24,16,2203,2167,157029,13877,2602,0.709,23,143152,0.0303,0.0682,1149.26,0.951,0,20.33
2023-03-16,34,78044,712,Employed,Bachelor,15,171481,12,Single,0,Mortgage,3205,0.534,3,2,0.493,0,Home,1,36,12,60242,14797,325641,120688,6503,0.69,15,204953,0.0302,0.0568,14733.55,2.758,0,22.61
2023-11-16,20,35759,674,Self-Employed,High School,0,54837,12,Single,1,Own,1340,0.245,11,0,0.45,0,Education,0,18,1,24975,857,64604,91592,2979,0.753,0,-26988,0.0591,0.0931,4803.46,2.062,0,16.51
2024-09-25,18,76506,628,Employed,Bachelor,0,105828,48,Married,4,Own,3397,0.193,1,1,0.533,0,Auto,0,14,0,57160,20757,421899,36537,6375,0.79,0,385362,0.053,0.1026,2697.3,0.956,0,47.82
2024-07-24,39,239075,705,Employed,Associate,16,285810,36,Married,4,Own,3425,0.336,10,2,0.172,0,Auto,1,0,12,25360,58737,641866,370661,19922,0.933,4,271205,0.0464,0.0588,8679.36,0.608,1,99.05
2024-08-08,71,40741,741,Self-Employed,Associate,52,88168,72,Single,4,Mortgage,297,0.175,11,2,0.087,0,Auto,1,46,16,19339,3716,164890,99579,3395,0.804,3,65311,0.0525,0.0568,1447.92,0.514,1,64.14
2023-07-15,48,233608,794,Employed,Bachelor,28,194841,72,Single,5,Mortgage,7398,0.202,15,3,0.38,0,Auto,0,10,24,170616,6063,406048,376967,19467,0.854,16,29081,0.0321,0.0511,3147.85,0.542,1,98.22
2024-07-09,69,69238,554,Unemployed,High School,48,80114,72,Single,4,Rent,727,0.35,2,4,0.126,0,Auto,0,42,30,11305,15568,322611,132945,5769,0.96,9,189666,0.0342,0.082,1412.49,0.371,0,2.05
2024-04-23,23,37241,755,Unemployed,Associate,5,33107,72,Married,5,Other,1566,0.186,0,3,0.505,0,Debt Consolidation,0,1,4,23346,783,178065,38272,3103,0.913,3,139793,0.0419,0.0672,560.0,0.685,0,41.79
2023-03-01,23,36398,512,Employed,Bachelor,4,14583,120,Single,2,Rent,402,0.184,13,2,0.133,0,Home,0,46,3,937,2008,67883,6587,3033,0.708,0,61296,0.0412,0.0998,192.55,0.196,0,0.82
2023-04-15,66,176747,746,Self-Employed,Bachelor,47,337025,12,Married,5,Mortgage,5403,0.245,2,2,0.367,0,Debt Consolidation,0,6,41,138773,5628,538978,351079,14728,0.855,7,187899,0.046,0.0644,29074.74,2.341,1,92.02
2024-06-29,24,69320,602,Self-Employed,High School,6,38572,120,Married,4,Rent,2789,0.338,10,3,0.483,1,Debt Consolidation,0,1,5,57716,6823,395374,17114,5776,0.855,0,378260,0.0372,0.0908,490.29,0.568,0,3.93
2023-10-10,21,40819,731,Employed,Master,0,67374,84,Married,1,Mortgage,1133,0.347,10,1,0.333,0,Auto,0,29,1,14285,559,107168,118287,3401,0.749,0,-11119,0.0301,0.0468,942.16,0.61,1,85.06
2024-08-28,41,48936,789,Employed,Bachelor,20,31435,60,Divorced,0,Mortgage,2238,0.132,9,2,0.549,0,Auto,0,43,10,30921,14584,71241,49453,4078,0.883,0,21788,0.0317,0.0592,606.56,0.698,1,53.54
2024-07-26,71,67197,676,Employed,Doctorate,48,145411,60,Divorced,1,Own,2623,0.097,4,1,0.468,0,Debt Consolidation,1,3,49,39894,1397,77323,213419,5599,0.892,8,-136096,0.0395,0.0739,2906.14,0.987,0,11.37
2023-01-01,57,53940,655,Employed,Associate,34,11834,120,Divorced,3,Rent,2074,0.109,5,1,0.461,0,Debt Consolidation,0,32,11,21378,14570,140744,13151,4495,0.815,24,127593,0.0428,0.0821,144.9,0.494,0,14.87
2024-05-28,23,64405,651,Employed,Master,3,106625,36,Married,0,Rent,1141,0.297,3,0,0.213,0,Home,0,3,2,9007,10558,138606,45600,5367,0.875,3,93006,0.0481,0.076,3321.6,0.831,0,24.83
2023-06-12,66,131505,617,Employed,High School,44,167244,12,Married,2,Rent,923,0.082,9,1,0.084,0,Auto,0,42,14,25551,28016,220829,212839,10958,0.842,7,7990,0.0402,0.0701,14471.85,1.405,1,89.36
2024-10-26,66,30822,761,Employed,Doctorate,48,52127,24,Married,2,Rent,1195,0.358,13,2,0.465,0,Debt Consolidation,1,38,15,9345,6064,91683,72069,2568,0.777,0,19614,0.0388,0.0621,2315.24,1.367,0,32.34
2024-12-19,64,74780,650,Employed,Master,44,60342,60,Married,2,Mortgage,3196,0.083,9,1,0.513,1,Education,0,17,43,15865,14025,119731,97051,6231,0.68,15,22680,0.049,0.0922,1259.05,0.715,0,29.08
2024-09-15,70,52237,464,Self-Employed,Associate,49,103320,24,Married,0,Rent,299,0.121,11,2,0.069,0,Home,0,7,33,2275,8636,123513,156861,4353,0.837,18,-33348,0.0524,0.1198,4862.67,1.186,0,0.44
2023-03-27,31,42212,739,Employed,High School,11,39518,60,Married,2,Rent,1685,0.271,0,0,0.479,0,Home,0,46,5,21558,566,224314,57870,3517,0.74,11,166444,0.0504,0.0744,790.73,0.704,1,56.49
2023-09-29,74,92603,734,Self-Employed,Master,52,145918,72,Divorced,2,Own,1601,0.335,2,3,0.207,0,Home,0,22,54,32971,5498,362599,264050,7716,0.773,2,98549,0.0464,0.0568,2396.3,0.518,1,96.52
2024-01-25,36,26089,663,Employed,Associate,13,31922,60,Single,4,Rent,983,0.353,4,3,0.452,0,Home,0,20,9,4512,2200,40738,32818,2174,0.881,13,7920,0.035,0.0718,634.81,0.744,0,19.07
2024-08-09,64,16593,589,Employed,Bachelor,44,10821,120,Single,4,Rent,211,0.119,9,1,0.153,0,Education,0,1,36,1064,2517,48568,16011,1382,0.797,21,32557,0.0513,0.0917,138.07,0.252,0,6.45
2023-08-13,51,60613,555,Employed,Associate,32,110888,48,Single,5,Rent,1440,0.326,1,4,0.285,0,Auto,0,10,29,30875,2599,162350,213650,5051,0.662,13,-51300,0.0446,0.1001,2812.94,0.842,0,1.75
2023-04-23,63,50559,589,Employed,High School,42,73590,24,Married,5,Rent,331,0.265,10,1,0.079,1,Education,0,0,22,29940,9728,176281,80473,4213,0.61,6,95808,0.0475,0.0842,3342.39,0.872,0,10.21
2024-06-02,54,27545,677,Employed,High School,31,21788,120,Married,1,Mortgage,846,0.617,6,1,0.369,0,Auto,0,46,29,14517,7386,84127,17922,2295,0.843,18,66205,0.0538,0.083,267.82,0.485,0,25.59
2024-03-22,55,23033,494,Employed,Doctorate,32,21689,48,Married,0,Own,152,0.188,9,0,0.079,0,Home,0,2,36,14260,4982,117989,33981,1919,0.646,16,84008,0.0454,0.1058,556.15,0.369,0,0.28
2023-09-04,53,142246,698,Employed,Associate,31,19523,48,Married,5,Rent,3157,0.399,9,2,0.266,0,Debt Consolidation,0,29,22,126483,28624,311439,27982,11853,0.724,7,283457,0.0546,0.0734,470.59,0.306,1,96.9
2024-08-28,63,68289,666,Self-Employed,Bachelor,44,38809,60,Single,5,Rent,2107,0.283,3,1,0.37,0,Debt Consolidation,0,3,28,48309,3111,361303,27977,5690,0.725,18,333326,0.0535,0.0855,797.16,0.51,0,19.6
2024-03-28,60,54711,775,Employed,Bachelor,41,99126,12,Married,2,Rent,836,0.274,0,5,0.183,0,Education,1,26,39,27190,7031,176577,40661,4559,0.65,20,135916,0.037,0.0461,8468.22,2.041,1,94.36
2024-07-19,25,162368,723,Employed,Master,4,337025,72,Single,1,Rent,4856,0.351,15,1,0.359,0,Home,0,10,4,121521,41220,270464,544139,13530,0.92,4,-273675,0.0355,0.0534,5481.08,0.764,1,85.09
2024-09-11,65,90312,594,Unemployed,Associate,45,125098,72,Married,1,Own,1475,0.085,12,4,0.196,0,Auto,0,25,31,51872,17237,416530,44501,7526,0.663,1,372029,0.0418,0.0831,2212.36,0.49,1,60.47
2023-10-15,49,131221,507,Employed,Master,28,51831,48,Single,1,Own,1395,0.234,8,1,0.128,0,Debt Consolidation,0,2,30,83869,13075,288477,56029,10935,0.73,18,232448,0.042,0.1016,1318.55,0.248,0,2.08
2023-01-30,36,30032,586,Self-Employed,High School,13,48133,72,Single,4,Rent,1149,0.137,5,3,0.459,0,Auto,0,7,13,1044,3934,61751,83419,2502,0.8,8,-21668,0.0511,0.1076,910.26,0.823,0,7.66
2024-10-10,47,29475,784,Employed,Master,26,34855,120,Married,2,Mortgage,282,0.429,4,3,0.115,0,Home,0,26,22,8947,2031,95112,59622,2456,0.856,21,35490,0.0368,0.0426,357.21,0.26,1,89.32
2024-12-04,74,73757,686,Employed,Master,54,63055,84,Widowed,5,Mortgage,1843,0.039,3,0,0.3,0,Education,0,36,47,27145,20890,155763,89519,6146,0.602,12,66244,0.0473,0.0708,954.14,0.455,1,94.48
2024-09-25,67,66652,713,Employed,Master,44,85996,72,Single,4,Mortgage,2515,0.046,6,2,0.453,0,Debt Consolidation,0,41,20,4560,1197,335231,163109,5554,0.866,9,172122,0.0414,0.0658,1448.86,0.714,0,46.0
2024-12-16,66,101197,603,Self-Employed,High School,46,97113,36,Married,1,Rent,2706,0.342,6,1,0.321,0,Auto,1,7,36,74813,3798,530249,48260,8433,0.418,20,481989,0.0552,0.1005,3135.84,0.693,0,8.44
2023-11-18,44,23971,703,Employed,Bachelor,23,14149,36,Divorced,3,Own,847,0.17,12,2,0.424,0,Home,0,38,10,19151,6088,81709,12830,1997,0.824,7,68879,0.0428,0.0682,435.72,0.642,0,21.24
2023-02-14,63,77018,523,Employed,Master,45,52736,60,Single,4,Rent,750,0.373,11,1,0.117,0,Home,0,41,26,9598,10755,203364,54438,6418,0.827,24,148926,0.0386,0.0937,1104.21,0.289,0,1.19
2024-04-24,40,88843,744,Employed,Master,19,30759,36,Divorced,4,Mortgage,3664,0.358,3,1,0.495,0,Auto,0,41,16,41878,18292,473575,25753,7403,0.764,5,447822,0.0537,0.0784,961.61,0.625,1,76.77
2024-09-08,57,86516,556,Employed,Master,37,102111,120,Married,5,Own,1879,0.635,2,2,0.261,0,Debt Consolidation,0,11,27,10440,7848,257908,175535,7209,0.921,2,82373,0.0336,0.0876,1280.27,0.438,0,0.78
2023-02-28,55,44207,482,Employed,Bachelor,37,29095,120,Single,5,Own,1622,0.563,8,1,0.44,0,Home,1,25,29,32458,2133,251660,50504,3683,0.749,19,201156,0.0458,0.1273,429.8,0.557,0,0.05
2023-04-30,32,70214,850,Employed,Master,13,101994,36,Married,4,Other,1429,0.073,14,1,0.244,0,Auto,0,44,6,58172,3619,221933,79305,5851,0.917,0,142628,0.0545,0.0667,3133.91,0.78,1,99.36
2024-10-04,33,36760,672,Employed,High School,11,32152,60,Married,1,Mortgage,758,0.096,9,1,0.247,0,Home,1,15,11,31257,6674,83104,46995,3063,0.608,11,36109,0.0553,0.0796,651.31,0.46,1,53.34
2024-11-14,21,46794,669,Self-Employed,High School,2,81269,48,Married,0,Mortgage,1371,0.098,5,1,0.352,0,Education,0,47,2,7023,6844,74354,136513,3899,0.853,2,-62159,0.047,0.0774,1974.11,0.858,0,37.65
2024-01-06,26,32161,491,Self-Employed,Bachelor,8,26732,36,Married,5,Rent,1388,0.175,7,2,0.518,0,Debt Consolidation,0,1,3,26465,9098,146352,17852,2680,0.805,8,128500,0.0552,0.1384,911.56,0.858,0,0.17
2024-02-29,43,37073,716,Employed,Master,25,75681,12,Single,5,Rent,201,0.18,14,1,0.065,0,Education,0,8,21,21479,3448,178195,54369,3089,0.842,10,123826,0.0308,0.035,6426.95,2.145,1,80.86
2023-07-16,45,48027,739,Self-Employed,High School,27,60412,120,Single,1,Own,1982,0.532,12,1,0.495,0,Other,0,2,19,28397,13913,101237,37491,4002,0.798,13,63746,0.0591,0.0839,745.47,0.681,0,32.05
2024-01-25,27,42384,642,Self-Employed,Master,7,55845,60,Married,2,Mortgage,1859,0.068,12,0,0.526,0,Other,0,20,7,29919,7968,176934,62601,3532,0.871,7,114333,0.0547,0.1005,1187.92,0.863,0,12.04
2024-10-31,42,37071,740,Self-Employed,High School,22,43547,48,Married,4,Other,475,0.109,8,1,0.154,0,Debt Consolidation,0,13,10,9286,6999,155536,59498,3089,0.826,19,96038,0.0326,0.0403,983.83,0.472,1,96.21
2024-03-24,53,28288,765,Employed,Bachelor,32,51488,72,Married,4,Own,537,0.401,4,1,0.228,0,Debt Consolidation,0,46,12,19365,5259,96759,44756,2357,0.841,24,52003,0.0358,0.0472,822.54,0.577,1,91.34
2023-01-28,31,144429,707,Unemployed,Bachelor,10,284342,48,Widowed,0,Rent,3299,0.202,15,1,0.274,0,Auto,0,38,11,113882,36850,793607,330155,12035,0.849,0,463452,0.0582,0.0752,6877.73,0.846,1,98.3
2024-01-06,37,42180,465,Unemployed,Master,16,33130,60,Widowed,3,Rent,550,0.206,13,1,0.156,0,Debt Consolidation,0,20,6,12751,5351,214279,44353,3515,0.878,16,169926,0.0363,0.1078,716.7,0.36,0,0.63
2024-03-02,39,63894,556,Employed,Associate,16,86462,120,Married,1,Own,677,0.399,3,3,0.127,0,Debt Consolidation,0,25,9,26623,11634,136436,27790,5324,0.517,8,108646,0.0347,0.0821,1058.64,0.326,0,1.51
2023-08-06,47,22482,811,Employed,High School,28,14784,72,Married,5,Rent,940,0.479,11,0,0.502,0,Other,0,41,12,19549,5121,65475,15291,1873,0.25,16,50184,0.0532,0.0783,257.99,0.639,0,47.83
2024-11-07,39,106811,667,Employed,Master,17,188413,120,Single,1,Mortgage,1738,0.352,2,1,0.195,0,Home,0,22,13,39932,8830,461004,290845,8900,0.789,7,170159,0.0476,0.0706,2193.47,0.442,1,95.66
2023-04-13,60,58899,667,Employed,Master,42,19105,84,Married,2,Own,941,0.477,7,0,0.192,0,Debt Consolidation,0,23,40,7271,9167,185917,20416,4908,0.726,16,165501,0.0406,0.0635,282.31,0.249,1,77.58
2024-10-25,36,43393,585,Employed,Bachelor,13,89772,120,Divorced,0,Other,1255,0.154,1,2,0.347,0,Debt Consolidation,0,45,6,12265,7723,199490,46121,3616,0.929,8,153369,0.0582,0.1093,1233.05,0.688,0,26.11
2023-06-02,43,43583,602,Employed,Master,23,33484,48,Single,3,Mortgage,1913,0.229,3,1,0.527,0,Home,0,10,20,8965,6251,45707,63167,3631,0.866,7,-17460,0.0437,0.0996,848.6,0.76,0,6.77
2024-02-15,40,83675,767,Employed,High School,20,121950,120,Single,4,Own,1573,0.192,2,3,0.226,0,Debt Consolidation,1,19,15,72874,13563,479636,198247,6972,0.517,9,281389,0.0492,0.0605,1356.96,0.42,1,92.99
2024-06-24,28,12375,794,Employed,Bachelor,10,25903,12,Married,3,Own,220,0.384,5,3,0.213,0,Other,0,48,6,895,3062,12734,49688,1031,0.681,10,-36954,0.04,0.0506,2218.2,2.364,1,92.15
2024-05-07,57,35878,731,Self-Employed,Associate,36,3677,84,Married,2,Own,928,0.573,5,3,0.31,0,Auto,0,18,16,1413,1185,69416,4414,2989,0.576,6,65002,0.054,0.0695,55.41,0.329,1,85.59
2024-10-17,31,51044,709,Self-Employed,Bachelor,11,20934,72,Single,4,Mortgage,1757,0.372,6,1,0.413,0,Home,0,25,8,29954,328,86177,23217,4253,0.476,11,62960,0.0567,0.0801,367.14,0.499,0,33.09
2023-07-31,35,50751,716,Employed,Associate,12,29482,36,Single,1,Own,1895,0.517,1,1,0.448,0,Education,0,39,8,33534,13315,91118,20272,4229,0.883,7,70846,0.0514,0.0748,916.8,0.665,0,29.1
2023-06-18,63,189596,653,Employed,High School,44,48612,24,Single,4,Rent,930,0.401,13,2,0.059,0,Education,0,17,33,140138,41940,1049702,15972,15799,0.804,22,1033730,0.056,0.0757,2189.07,0.197,1,91.55
2023-11-28,73,45761,551,Employed,Bachelor,53,84947,12,Widowed,5,Own,213,0.578,7,4,0.056,1,Home,0,20,53,32948,9102,77212,125642,3813,0.538,2,-48430,0.0556,0.1006,7470.56,2.015,0,0.29
2023-11-07,56,88886,532,Employed,Bachelor,33,129919,120,Married,1,Mortgage,1218,0.291,1,2,0.164,1,Home,0,16,15,76409,13928,305380,172196,7407,0.836,4,133184,0.0437,0.0989,1708.99,0.395,0,0.81
2023-06-08,71,134031,778,Unemployed,Bachelor,49,133230,12,Married,0,Rent,1201,0.049,1,3,0.108,0,Auto,0,30,29,60195,7242,456071,127716,11169,0.892,1,328355,0.0348,0.0402,11345.74,1.123,1,99.66
2023-02-19,67,75758,657,Employed,Master,45,36455,84,Single,4,Mortgage,2919,0.268,15,4,0.462,0,Home,0,43,24,28779,9253,184033,27475,6313,0.755,6,156558,0.039,0.0778,564.21,0.552,0,29.09
2024-05-05,45,38680,702,Employed,Doctorate,24,82735,84,Single,5,Rent,1350,0.625,7,3,0.419,0,Debt Consolidation,0,2,18,1344,5117,160785,67170,3223,0.867,14,93615,0.0577,0.0832,1302.76,0.823,0,34.31
2024-04-17,62,28502,678,Employed,Master,39,25016,120,Single,2,Mortgage,1003,0.506,6,1,0.422,0,Debt Consolidation,0,45,28,17041,841,121443,46895,2375,0.623,2,74548,0.0534,0.085,310.16,0.553,0,16.11
2023-01-02,37,78645,683,Self-Employed,Associate,18,23009,120,Single,2,Rent,2800,0.548,14,4,0.427,0,Other,0,38,18,69965,23058,177446,14128,6553,0.661,2,163318,0.0509,0.0815,280.99,0.47,0,37.2
2024-10-06,44,123316,691,Employed,Doctorate,22,162135,36,Single,3,Rent,3033,0.171,2,1,0.295,0,Education,0,37,8,46235,32167,261004,291720,10276,0.69,7,-30716,0.031,0.053,4881.2,0.77,1,97.33
