Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalLiabilities,JobTenure,NetWorth,LoanApproved,LoanToIncomeRatio,SavingsToLoanRatio
36,74043,587,0,3,112476,24,2834,0.21,0.459,0,0,0,41,12,25321,11678,221416,1,165355,0,1.5190427313489276,0.22512158041199534
65,67724,648,1,3,31823,48,947,0.253,0.168,0,0,0,36,16,53367,15526,19354,7,88228,0,0.46988556662975267,1.6769419306184012
22,71566,697,1,2,145784,12,2659,0.448,0.446,0,3,0,12,1,9714,4158,237189,0,-64936,1,2.0370282392722903,0.06663236958534828
67,37642,689,1,2,58706,120,805,0.336,0.257,0,1,0,24,21,8127,6186,100614,23,79673,1,1.5595462635815425,0.1384332362409934
19,59014,735,0,1,126822,24,1947,0.498,0.396,0,1,1,20,0,28007,7548,47848,1,74790,0,2.148979073117004,0.22083533743879266
60,27236,714,1,1,51043,48,134,0.046,0.059,0,1,1,23,39,14354,7618,28117,7,118078,1,1.8740316481257113,0.28120836925005877
38,33080,843,0,1,64375,72,480,0.03,0.174,0,2,0,22,14,4506,2470,65043,12,-30044,1,1.945981076751005,0.06999502920342986
40,55097,725,0,1,71717,12,656,0.211,0.143,0,0,0,19,21,6539,9332,125585,5,114662,1,1.3016261933282516,0.09117655260882902
19,61770,649,0,1,91200,24,2805,0.301,0.545,0,1,0,9,0,41881,591,51939,0,115430,0,1.476420974243577,0.45921645595991273
58,23994,610,2,1,36083,120,160,0.378,0.08,0,1,0,43,35,8299,5693,15496,2,94307,0,1.5037716190873098,0.22999113180356945
27,31927,607,1,1,37594,24,796,0.113,0.299,0,3,0,4,7,18196,1074,47270,8,36616,0,1.177461789025307,0.48400053198563636
56,45130,776,0,4,53182,72,949,0.125,0.252,0,0,0,2,24,16703,64,20292,7,131460,1,1.1783917927810152,0.3140665250173928
60,87488,817,0,0,168780,12,2215,0.184,0.304,0,4,0,20,37,71006,22170,88861,3,60542,1,1.9291568082844701,0.42069901232958684
67,36078,750,2,1,41058,60,1143,0.146,0.38,0,2,0,47,39,27100,544,30295,9,130917,0,1.1380027162615372,0.660025816507952
59,58121,375,1,1,46603,36,1108,0.568,0.229,0,1,0,6,22,50669,7847,46967,7,127909,0,0.8018134269295619,1.087224272594627
35,61248,457,0,2,69776,72,914,0.202,0.179,0,3,0,47,5,10614,3636,115619,0,167644,0,1.1392185994873385,0.1521131604970119
60,47817,659,2,1,87702,36,1109,0.476,0.278,0,0,0,30,33,3596,3412,86633,11,22724,0,1.8340792170312434,0.04100201817497691
65,61945,644,0,4,97009,36,2001,0.407,0.388,0,0,0,42,35,7724,9461,115815,17,79017,0,1.5660252477964678,0.07962065766415834
36,27654,661,0,3,4683,84,1220,0.535,0.529,0,3,0,28,12,21004,1028,5410,3,119936,0,0.1693364671849575,4.484201537147737
25,39030,772,0,1,54135,24,1210,0.5,0.372,0,2,0,29,6,16031,986,30475,7,142684,1,1.386974456201481,0.2961245751440816
69,110988,768,1,3,186501,12,3659,0.087,0.396,0,4,0,3,18,46965,3309,110974,12,479612,1,1.680355710926308,0.2518203558138787
26,114964,675,0,1,197921,84,905,0.019,0.094,0,2,0,36,3,37752,31183,230378,8,363212,1,1.7215761318662202,0.19074180737866434
52,82574,522,0,0,25452,84,3108,0.62,0.452,0,3,0,40,33,54561,18314,12724,18,438752,0,0.30822888283378747,2.1435980041645384
31,93919,549,0,1,149876,60,3387,0.312,0.433,0,3,0,20,4,23900,15381,73210,11,84295,0,1.5957836456558774,0.1594640938903234
25,21742,666,0,0,7567,48,268,0.139,0.148,0,3,0,25,2,12699,3151,10042,4,71444,1,0.34802005243066736,1.6779862579281184
63,33713,697,1,4,32544,72,445,0.052,0.158,0,1,0,28,41,7202,9938,64919,23,104761,1,0.9652963160704752,0.22129359348594255
26,46371,550,2,3,82822,36,654,0.258,0.169,0,1,0,35,3,32480,4432,110793,5,-27797,0,1.786034676097645,0.39216159762384845
56,181284,719,0,3,209588,48,7230,0.468,0.479,0,1,0,16,25,110171,1762,272448,15,454619,1,1.1561243346112475,0.5256525867292654
58,46325,502,0,0,44246,60,657,0.482,0.17,0,1,0,32,15,33545,1836,26834,8,133245,0,0.9551008073220222,0.758130494722806
21,78625,420,0,0,78484,72,1533,0.245,0.234,0,1,0,46,1,17128,13405,154149,1,116255,0,0.9981939816345738,0.2182327833343951
28,65459,581,0,3,94537,120,717,0.157,0.131,0,1,0,3,5,30855,4980,113900,4,133589,0,1.4441949282004278,0.32637669508557404
64,64735,783,0,0,18634,84,1562,0.219,0.29,0,4,0,16,35,12400,5193,14068,0,241588,1,0.28784602076124566,0.665414542527502
47,53542,797,0,1,81445,120,2320,0.189,0.52,0,3,1,0,13,25465,1571,51502,20,182425,0,1.5211138710942607,0.31266114971883213
25,29732,516,0,1,63224,72,809,0.169,0.327,0,1,0,31,4,17658,3262,87862,4,71598,0,2.1263915514747924,0.279288256227758
75,14036,523,1,3,8791,120,137,0.238,0.117,0,3,1,23,42,10643,1213,3689,1,25730,0,0.6262734202464915,1.2105323020928116
33,102839,728,0,0,75285,36,1844,0.317,0.215,0,3,0,45,12,44082,3893,128276,1,120955,1,0.7320595099183197,0.5855271896501342
18,39805,620,0,0,74762,72,1162,0.281,0.35,0,1,0,45,0,21866,3496,93087,0,73554,0,1.8781590714967593,0.29247087463049903
71,21299,782,1,4,35745,48,962,0.264,0.542,0,3,0,5,30,118,2478,69049,2,4163,0,1.6781690140845071,0.0033010686510378784
18,67439,727,0,0,96550,60,1015,0.318,0.181,0,2,0,2,0,2427,10606,57280,0,91090,1,1.4316429418742587,0.025136974241592527
50,66795,742,0,1,51683,72,1758,0.073,0.316,0,1,0,41,11,57679,15197,73932,18,47593,1,0.7737439367626804,1.115993344168408
75,79534,586,0,4,59575,72,2306,0.027,0.348,0,1,0,27,44,55985,20968,111929,4,102550,0,0.7490413025711951,0.9397240499530012
51,94642,699,1,3,135485,36,744,0.221,0.094,1,2,0,45,11,57868,14067,62567,9,418136,1,1.4315374618302463,0.42711424058574315
51,34217,841,0,1,68175,24,1428,0.387,0.501,1,4,0,38,17,1083,6718,116993,0,2576,0,1.9923724355602315,0.015885355550340294
40,34979,672,0,3,39734,120,1453,0.482,0.498,0,3,0,6,15,192,2863,55233,6,51024,0,1.1359062321326472,0.0048320120800302005
25,46195,655,0,4,99099,12,795,0.504,0.207,0,4,0,22,6,14789,1959,30859,5,111388,0,2.1451857303662654,0.14923309788092837
51,81700,620,0,0,96332,24,2513,0.251,0.369,0,2,0,13,15,11264,13642,45838,8,76986,0,1.1790798154245359,0.11692774023439527
70,18933,515,0,1,17052,48,214,0.251,0.136,0,3,0,27,39,15383,1894,22946,20,67594,0,0.9006020914756523,0.9020700170058055
23,57762,561,0,4,112066,48,1010,0.209,0.21,0,3,0,18,4,40615,969,59707,2,259401,0,1.9401000640548447,0.36241712546958516
69,86341,579,0,3,111149,36,2791,0.169,0.388,0,3,0,13,15,37259,1118,69675,15,391240,0,1.2873109263162772,0.33521367521367523
42,84577,512,1,1,83346,12,1115,0.164,0.158,0,1,0,1,15,38215,11471,110215,13,347510,0,0.9854335642838563,0.45850480521194525
49,77209,521,0,1,9077,72,3175,0.214,0.493,0,1,0,13,29,41222,14508,8483,18,419640,0,0.11756249190519363,4.540868032606301
27,92180,439,0,1,94857,84,4033,0.229,0.525,0,1,0,44,4,60448,22957,185259,9,49679,0,1.029029843460149,0.6372472537898753
54,13717,589,0,3,1604,72,63,0.439,0.055,0,1,0,24,11,2472,4079,2258,7,60085,0,0.11692666569470768,1.5401869158878505
28,121386,720,0,3,258361,12,4518,0.479,0.447,0,3,0,17,7,76800,22,388468,6,287577,1,2.128407490093667,0.29725733660522835
33,63908,631,0,4,114625,12,566,0.261,0.106,0,0,0,48,10,13555,15612,224801,3,82463,1,1.7935658514450235,0.1182541482735156
59,105590,631,0,0,201632,24,2696,0.351,0.306,0,0,0,16,17,66366,1694,133215,4,336613,1,1.90955668570238,0.32914255107050927
20,30112,729,0,1,46199,84,1337,0.211,0.533,0,0,0,47,1,18269,8126,20562,0,85481,1,1.5341878922724406,0.3954329004329004
43,22540,812,2,1,17533,24,896,0.112,0.477,0,3,0,19,8,2254,5296,32881,6,14595,1,0.7778270706712214,0.12855024523782366
52,132347,850,0,3,149146,48,6005,0.029,0.544,0,0,0,34,15,101483,38706,290066,24,369865,1,1.1269229606794209,0.6804226702514968
25,34089,673,2,0,25402,120,1110,0.495,0.391,0,2,0,15,5,14871,7613,28260,6,84418,0,0.7451452038721033,0.5854032988229737
35,46377,634,0,3,95227,60,1096,0.167,0.284,0,3,0,23,13,6155,10777,97347,10,-15650,0,2.053279572210962,0.06463435124123157
37,70525,622,2,3,27220,84,2035,0.605,0.346,0,2,0,16,6,55474,19298,24851,2,343231,0,0.38595695204605396,2.0379119062488518
56,79733,713,0,4,145165,84,2772,0.465,0.417,0,1,0,33,20,48425,1737,66216,3,253175,1,1.8206160483607996,0.3335836215091688
74,92893,645,2,1,95393,36,4193,0.192,0.542,0,0,0,42,40,6149,25091,136620,5,28255,1,1.0269016298146274,0.06445898064867811
66,60578,646,0,0,121863,120,1058,0.103,0.21,0,3,0,40,42,2003,924,69911,3,58660,0,2.011637696231367,0.016436355281297183
29,31979,652,2,1,15601,48,486,0.163,0.182,0,1,0,33,10,11016,347,19619,10,94177,0,0.48783614759224514,0.706063325214716
19,77135,575,0,1,9832,72,3041,0.394,0.473,0,1,0,26,0,27169,16165,15519,0,151499,0,0.1274631819124663,2.7630428150106785
21,77751,450,0,3,123991,120,856,0.392,0.132,0,2,0,15,2,9613,4301,244629,0,130585,0,1.5946985286552113,0.07752919543196335
52,21861,599,0,0,27155,36,416,0.082,0.228,0,3,1,48,19,11187,5052,51843,23,-17142,0,1.2421095965602416,0.4119531595227574
27,110121,791,0,1,74175,120,5025,0.095,0.548,0,4,0,17,7,72013,18475,68139,8,269581,1,0.6735711302010498,0.9708396246764452
31,15622,786,0,0,30593,72,582,0.116,0.447,0,1,0,11,9,1875,3053,51818,10,-23459,0,1.9582026499391922,0.06128652676995489
67,90872,744,1,0,153117,60,859,0.756,0.113,0,1,0,6,29,20394,2473,133955,1,128172,1,1.6849559275032189,0.13319139487192883
68,39456,615,0,1,84340,84,1480,0.225,0.45,0,0,0,13,20,1038,11455,108866,16,65539,0,2.1375167904300882,0.012307181560569593
66,77091,588,0,1,7719,72,1677,0.254,0.261,0,3,0,32,26,25275,15691,11036,15,360779,0,0.10012712084262959,3.2739637305699483
32,69919,806,2,1,11554,36,2517,0.515,0.432,0,0,0,17,4,33709,3259,14344,12,158693,1,0.16524599542334095,2.91726525313717
53,53180,562,2,1,64906,72,644,0.609,0.145,0,1,0,34,27,5152,10346,93927,11,173728,0,1.2204734773697372,0.07937510592077895
53,67883,663,2,4,62605,12,1095,0.135,0.194,0,4,0,5,24,34384,5347,116813,11,204885,1,0.9222349890990513,0.5492125355397246
28,51884,812,0,3,30618,84,1350,0.497,0.312,0,0,0,25,5,37538,562,36052,8,240537,1,0.590112749349523,1.2259708024429277
50,77418,671,2,3,152948,48,1279,0.102,0.198,0,4,1,8,11,53975,21648,133425,2,129474,1,1.9755873881088621,0.35289540958097143
48,161560,633,0,4,68462,12,4009,0.266,0.298,1,1,0,4,10,109763,38648,134506,22,575129,1,0.4237532572836266,1.6032455486905335
40,27705,764,1,0,53081,36,978,0.212,0.424,0,1,0,2,18,7349,1168,105496,13,13338,0,1.915866599292572,0.13844617761199654
61,11003,666,0,3,4967,120,220,0.063,0.24,0,2,0,10,23,9898,1873,2628,5,28617,1,0.4513813158851327,1.9923510466988728
57,44009,677,0,3,79388,84,1340,0.358,0.365,0,4,0,0,12,30368,5270,142076,22,22202,0,1.8038627584639855,0.3825215080174835
48,42530,796,0,0,12744,60,1007,0.131,0.284,0,3,0,13,10,23454,10476,10732,10,144555,1,0.29964026239683994,1.8402510788544528
60,44856,430,0,1,14525,60,1950,0.096,0.522,0,1,0,9,28,18566,2655,4989,14,100735,0,0.323806763715808,1.2781219881591628
62,34090,692,0,0,74276,84,1161,0.34,0.409,0,2,0,25,34,16385,205,26852,4,160108,0,2.1787568566483824,0.2205931849697753
50,83802,591,0,0,157480,24,1000,0.284,0.143,0,0,0,44,23,52925,21634,129857,13,33408,1,1.879169003496295,0.33607228808554684
33,27155,641,0,2,3242,60,870,0.129,0.384,0,1,0,4,8,7732,4330,4064,6,97059,0,0.11938429812932685,2.3842121492445267
61,67872,670,0,0,94025,24,2489,0.233,0.44,0,3,0,47,31,36143,17137,119479,19,233504,0,1.385307854375083,0.3843936783442877
59,74550,599,0,0,128682,24,3164,0.236,0.509,0,3,0,3,31,18134,490,117587,18,241611,0,1.7260935466995748,0.1409199350341537
75,63464,680,0,0,18200,60,2557,0.454,0.483,0,1,1,41,43,29897,7274,23659,21,142169,0,0.2867722366658788,1.642602054832152
26,69118,694,0,1,55637,72,2413,0.373,0.419,0,4,0,32,6,3038,4876,57100,3,83633,0,0.8049450946917635,0.05460296919371652
42,87084,678,0,4,20099,72,754,0.24,0.104,0,0,0,21,14,57368,12937,36948,12,205641,1,0.23079749669862779,2.854129353233831
71,55646,670,1,4,40232,60,977,0.124,0.211,0,4,0,17,28,23691,15864,37429,2,133237,1,0.722985965101443,0.5888449780031317
47,45558,649,0,0,41556,60,1940,0.234,0.511,0,2,1,4,22,3356,12703,51680,5,58578,0,0.9121359116749709,0.08075655124287123
72,69091,651,0,0,146189,36,1292,0.302,0.224,0,2,0,15,28,16879,8647,67909,21,57719,0,2.115860012736641,0.11545933374375812
18,73143,667,0,1,146108,48,410,0.156,0.067,0,3,1,39,0,61010,15862,125228,0,247666,1,1.9975391009515477,0.41756496861931847
20,84528,575,1,4,11122,84,1682,0.156,0.239,0,1,0,20,1,58238,4906,3728,0,172130,0,0.13157614546487004,5.235817675087656
64,23012,774,0,3,24157,72,375,0.094,0.196,0,3,0,23,31,15517,2072,37585,10,852,1,1.049711032894451,0.642313105389519
38,49426,651,1,2,105060,12,2196,0.479,0.533,0,3,0,34,6,20784,6027,47533,2,120299,0,2.1255589050518946,0.19782792853675485
48,31802,623,1,4,49725,120,1018,0.203,0.384,0,3,1,10,27,11800,174,61975,7,74301,0,1.5635317422884634,0.23730040622611914
42,71716,695,0,1,42879,120,645,0.075,0.108,0,1,0,21,16,42949,9239,74905,5,257292,1,0.5978917132618486,1.0016091417910449
41,77913,649,2,1,22310,72,1313,0.163,0.202,0,4,0,12,12,5854,5416,15259,19,326258,0,0.28634135072002465,0.2623817847698445
72,47230,771,0,2,73017,84,625,0.276,0.159,0,1,0,9,50,1265,9279,27370,22,186981,1,1.5459549871906164,0.01732449532991865
23,37622,740,1,3,77806,84,1270,0.221,0.405,0,1,0,5,4,20724,10601,78176,4,95938,0,2.0680434840390185,0.26635135656174896
62,73019,668,0,2,110250,24,1275,0.239,0.21,0,3,1,12,26,63608,12331,67613,15,189762,1,1.509860312243221,0.5769380776591596
69,50684,744,1,3,77236,120,1058,0.453,0.25,1,3,0,14,26,38166,12079,23255,17,62026,1,1.5238433461576404,0.49414140891023733
56,110551,681,0,2,198674,84,2859,0.195,0.31,0,1,0,2,29,89294,614,278406,9,-52129,1,1.7971090527534554,0.4494475902856424
40,131462,556,0,3,75271,72,3709,0.191,0.339,0,1,0,0,17,77483,22646,90050,16,388891,0,0.5725641435232727,1.029373472207461
27,89353,740,1,1,28827,60,2304,0.213,0.309,0,0,0,22,6,13139,18212,56244,7,243194,1,0.32261566354052423,0.45577216594977105
57,60859,488,1,3,57834,84,2714,0.19,0.535,0,3,0,6,37,41769,2613,102644,4,229426,0,0.9502793296089386,0.7222097345897813
45,134967,343,0,1,227793,84,5345,0.186,0.475,0,0,0,48,14,101956,11261,292116,11,-48901,0,1.6877556161460494,0.4475798308998481
26,61105,722,1,3,51060,12,2766,0.377,0.543,0,1,0,34,6,16471,5793,100508,4,8525,0,0.8355971590351193,0.3225749593623313
38,42633,699,0,3,48228,36,1134,0.307,0.319,0,3,0,13,10,33643,1956,54075,18,50963,1,1.1312098325280293,0.697567853366232
73,38651,693,1,4,34565,84,1696,0.407,0.527,1,0,0,48,17,8022,70,34650,14,1926,0,0.8942616164752147,0.23207776427703525
33,38110,785,0,4,44866,60,1361,0.031,0.429,0,2,0,41,6,28841,6072,41214,7,173925,1,1.1772454147096638,0.642810974658435
28,54004,657,2,1,104940,48,267,0.456,0.059,0,1,0,2,7,30859,10654,208012,8,-11597,0,1.9431534117211369,0.29406047207478486
57,68291,625,0,4,8726,24,1436,0.179,0.252,0,1,0,31,22,15786,10093,13407,7,285388,0,0.1277748491770632,1.8088690271570986
29,26700,731,1,3,53223,60,769,0.393,0.346,0,0,0,30,10,17267,211,99433,7,-67437,1,1.99329613123104,0.3244213136930708
71,43283,595,0,1,19186,36,1429,0.476,0.396,0,2,0,12,28,34536,2859,5774,8,134458,0,0.44325847888365216,1.7999687288268098
67,60260,638,0,1,22333,36,275,0.392,0.055,0,3,0,32,23,47411,100,15031,7,254512,0,0.37060453693101675,2.122817229336438
75,74743,682,1,4,162745,24,1333,0.28,0.214,0,1,0,7,44,30683,160,86818,18,104047,1,2.1773654072567696,0.18853305150356997
70,53478,689,0,1,69096,24,1714,0.339,0.385,0,3,0,47,30,45737,2308,42939,2,50440,1,1.2920211671871202,0.661924540862845
32,61221,630,0,4,50551,12,1670,0.189,0.327,0,3,0,43,10,40094,1887,91175,11,73742,0,0.825699911796413,0.7931239120113942
30,29165,615,0,4,52987,120,571,0.039,0.235,0,0,0,28,7,22597,6561,73406,7,-18537,0,1.8167386683124185,0.4264550464256058
37,34341,559,0,0,39557,72,966,0.43,0.338,0,3,0,13,10,21834,8305,13347,3,52877,0,1.1518548715858132,0.5519490368572728
45,52552,589,0,1,109557,120,1814,0.403,0.414,0,0,1,39,21,10118,130,94576,17,132161,0,2.0846954503073087,0.09235290896146334
69,69931,823,1,4,151728,24,1870,0.51,0.321,0,2,0,38,40,55804,11914,46650,6,230430,1,2.169650517645713,0.3677873049977262
60,60818,636,0,0,39037,72,634,0.532,0.125,0,0,0,0,36,33423,18188,15235,13,338616,0,0.6418553412584883,0.8561657871817204
55,35439,677,0,4,73738,36,1549,0.227,0.524,1,1,1,28,28,13897,9481,128017,8,28755,0,2.080643340857788,0.18846200789270265
68,48132,525,0,3,11420,12,1706,0.412,0.425,0,3,0,33,36,9638,5899,10009,4,189179,0,0.23725926079820497,0.843884073198494
55,115372,850,0,0,159403,120,4443,0.252,0.462,0,0,0,28,27,48207,8223,156030,15,254391,1,1.3816317509295937,0.30242026548894635
39,71120,582,0,1,75211,48,3070,0.561,0.518,0,1,0,11,12,27798,2191,35727,0,38989,0,1.0575076278455027,0.36959527734935915
41,49947,554,1,0,72375,120,957,0.165,0.23,0,1,0,11,18,8640,8474,133177,0,127431,0,1.4490069672459358,0.11937658892450537
47,32437,654,0,4,20746,36,794,0.078,0.294,0,2,0,5,13,6931,8838,27416,10,133392,0,0.6395585424502127,0.3340723960090616
23,37923,579,1,1,73434,48,1579,0.362,0.5,1,1,1,13,1,19819,4559,64361,2,145222,0,1.9363463769644553,0.26988493225301285
61,54355,692,0,1,68113,84,883,0.154,0.195,0,3,1,42,17,31328,735,80924,18,-4212,1,1.2530907351534328,0.45993481516281526
55,62191,523,2,4,133673,72,2591,0.137,0.5,0,1,0,44,15,48109,12741,137042,16,42029,0,2.1493600463082068,0.359897960710385
60,71882,762,0,1,105985,60,770,0.265,0.129,0,1,0,5,40,17161,5847,76263,9,1061,1,1.4744098048217242,0.16191761176004377
48,65774,744,1,3,56242,36,2059,0.165,0.376,0,0,0,38,29,47110,12974,25190,17,348248,1,0.8550665146332193,0.8376153476877123
63,45020,649,1,4,31861,24,1243,0.225,0.331,0,2,0,47,18,2083,10628,26062,1,207081,0,0.7076919659714356,0.06537568263134769
73,41958,511,0,1,48178,120,1479,0.245,0.423,0,3,0,34,40,32400,9381,27060,17,54416,0,1.148216115732024,0.6724921646360448
51,150767,586,2,3,145737,60,996,0.223,0.079,0,0,0,17,20,19603,12304,98071,16,85572,1,0.9666308500477555,0.13450850155758964
43,41018,665,0,2,51153,24,1274,0.126,0.373,0,3,0,47,14,272,2127,34042,17,3383,0,1.2470562422292109,0.005317277241271455
24,28400,551,0,0,13503,72,682,0.092,0.288,0,3,1,34,4,17097,5924,4557,3,65259,0,0.4754410055983944,1.2660693127962086
63,23876,565,2,3,5055,24,120,0.244,0.06,0,1,0,11,41,17334,3013,9767,7,107042,0,0.21171001382083177,3.4284018987341773
70,45406,754,0,4,93416,60,427,0.391,0.113,0,0,0,35,35,28923,4463,105820,21,121965,1,2.0573039399211575,0.3096117409036899
58,86681,673,0,3,84495,12,2658,0.226,0.368,0,1,0,16,26,63114,11089,108593,3,87417,0,0.9747698484114349,0.7469466010225336
68,40620,671,0,1,32946,60,741,0.39,0.219,0,1,0,3,49,16666,2656,15013,17,35112,1,0.8110583195883903,0.5058427170910856
67,113409,707,2,1,57791,84,2695,0.061,0.285,1,3,0,40,20,73740,9907,76143,16,548195,1,0.5095758751432854,1.2759551495016612
64,53979,645,1,4,102564,24,1564,0.129,0.348,0,0,0,4,39,36180,12940,52666,12,232765,0,1.9000370507595405,0.35275191342075757
47,94351,654,0,3,141709,84,3465,0.29,0.441,0,0,1,3,19,47874,22967,253821,17,679,0,1.5019183483127014,0.33783078117281773
23,37091,701,0,1,31025,24,235,0.28,0.076,0,3,0,2,4,23496,1689,54771,1,55701,1,0.8364337323412057,0.7573003287565268
18,37380,732,0,1,44166,12,575,0.542,0.185,0,0,0,41,0,26566,1337,67955,0,87085,1,1.18150932291806,0.6014898000769805
29,56699,704,1,0,60941,36,2024,0.024,0.428,0,2,1,26,9,21486,4214,96191,6,141998,0,1.0747971781305115,0.35256473368120506
42,68959,791,0,4,10523,120,3008,0.463,0.523,0,1,0,5,17,29846,14384,6990,21,155956,1,0.15259570765661254,2.8359939186621057
61,49539,662,0,3,48052,12,815,0.168,0.197,0,4,0,47,30,4475,11859,83627,6,86489,1,0.969963665724667,0.09312633966661811
44,62707,538,1,2,90808,24,2314,0.176,0.443,0,0,0,14,13,28767,3428,124619,16,59750,0,1.4481086942654844,0.3167857811450407
19,72710,757,0,2,67680,24,666,0.421,0.11,0,1,1,10,0,32141,11265,23678,1,259062,1,0.9308082683500434,0.47488955541437033
30,26628,637,0,1,55154,24,755,0.325,0.34,0,4,0,1,6,10873,3980,82804,9,34803,0,2.0712005708062637,0.19713534584353187
74,45685,590,1,0,42817,120,1094,0.125,0.287,0,2,0,9,30,39670,4960,51238,22,97969,0,0.9372017685943177,0.9264795179597366
75,41800,724,0,0,89606,120,1790,0.385,0.514,0,3,0,37,46,24549,2213,176749,0,11973,1,2.143632927441927,0.2739629716428404
39,42827,693,0,4,36929,12,1687,0.639,0.473,0,0,0,8,8,9759,11886,44619,20,127314,0,0.8622630055104138,0.26425670186839967
64,66399,544,1,3,21667,60,464,0.295,0.084,0,3,0,17,16,56910,10532,22185,14,221537,0,0.3263102409638554,2.626453756691896
59,42091,720,0,0,4702,72,540,0.434,0.154,0,1,0,17,29,7448,7354,8640,21,203693,1,0.11170768792169533,1.5836699978736977
72,19879,828,1,0,26752,60,227,0.146,0.137,0,2,0,0,35,11950,2372,21034,14,26629,1,1.3456740442655937,0.44667887713527454
69,48133,689,0,4,76656,48,1639,0.215,0.409,0,0,0,27,29,1268,4610,29747,2,90586,0,1.592554119749034,0.016541216066373585
54,31818,636,0,3,37112,24,1074,0.527,0.405,0,4,0,8,18,23974,8470,19551,10,95827,0,1.1663471510732581,0.6459731091531269
40,69436,509,0,3,18299,24,1065,0.242,0.184,0,1,0,45,13,44924,2899,6476,0,112554,0,0.26353385082880887,2.454863387978142
54,81052,844,0,4,22887,72,1642,0.343,0.243,0,3,0,26,25,67580,18972,23930,17,285969,1,0.2823707944184669,2.9526389374344633
36,18262,613,0,2,22492,60,288,0.374,0.189,0,1,0,42,7,9738,3596,14011,4,69397,0,1.2315610797787877,0.43293469079269103
38,36786,533,0,1,80378,60,1331,0.473,0.434,0,0,0,8,15,5013,9367,54294,11,81275,0,2.1849566422921143,0.062367036166162806
53,64646,669,2,1,24484,48,2655,0.348,0.493,0,0,0,23,26,13485,15375,47003,20,101692,0,0.3787337386112271,0.5507453542985501
51,26784,750,0,3,10556,24,915,0.064,0.41,0,2,1,33,11,1708,7350,11192,10,100235,0,0.39410117603136086,0.16178838685232547
51,80123,771,1,4,40215,84,1410,0.065,0.211,0,4,0,48,31,2294,14111,26545,23,263307,1,0.5019095402126703,0.05704197334394271
40,91551,599,0,4,165869,48,1597,0.833,0.209,0,3,0,27,8,22022,26652,171894,0,142233,0,1.8117463299545613,0.13276662446494242
41,49960,651,0,3,85697,60,2074,0.536,0.498,0,3,0,14,9,40561,4558,27048,3,114072,0,1.7152779167750847,0.4733015939695209
